ID,Attrition,Work Life Balance,Job Satisfaction,Marital status,Employment Type,Gender,Department,Salary,Monthly Income,Requested Days,Age
20001437,0,0,2,0,1,1,5,32000,38673.08,0,45
20001438,1,3,3,0,1,1,5,32000,38673.08,165,48
20001439,0,1,2,0,0,1,5,21850,28523.08,9,55
20001440,0,1,1,0,1,1,5,32000,38673.08,58,47
20001441,0,0,0,0,1,1,5,32000,38673.08,30,49
20001442,1,2,3,0,0,1,5,21850,28523.08,53,55
20001443,0,0,0,0,0,1,5,21850,28523.08,7,47
20001444,1,0,2,0,1,1,5,32000,38673.08,54,56
20001445,0,1,1,2,1,1,5,32000,38673.08,17,49
20001446,0,1,0,0,1,1,5,32000,38673.08,59,42
20001447,0,0,2,2,1,1,5,32000,38673.08,5,42
20001448,0,1,1,0,1,0,5,32000,38673.08,159,49
20001449,0,2,0,0,1,0,5,32000,38673.08,0,44
20001450,0,1,2,0,0,0,5,21850,28523.08,189,42
20001451,0,1,2,2,1,0,5,32000,38673.08,7,50
20001452,1,1,1,2,1,0,5,32000,38673.08,177,50
20001453,0,0,2,2,1,0,5,32000,38673.08,0,46
20001454,0,1,0,0,0,0,5,21850,28523.08,74,41
20001455,0,1,0,0,1,1,5,32000,38673.08,70,48
20001456,0,3,0,0,1,1,5,32000,38673.08,65,48
20001457,0,1,0,0,0,1,5,21850,28523.08,2,52
20001458,0,1,2,2,1,1,5,32000,38673.08,113,54
20001459,0,1,1,0,1,1,5,32000,38673.08,2,52
20001460,0,0,3,0,1,1,5,32000,38673.08,77,46
20001461,1,1,1,0,1,1,5,32000,38673.08,0,47
20001462,0,0,2,0,1,1,5,32000,38673.08,105,44
20001463,0,2,0,0,1,1,5,32000,38673.08,8,46
20001464,0,1,0,0,0,0,5,21850,28523.08,142,43
20001465,0,1,2,0,0,0,5,21850,28523.08,15,61
20001466,0,2,0,0,0,1,5,21850,21850,77,46
20001467,0,1,1,2,1,0,5,32000,32000,5,47
20001468,0,1,1,0,1,0,5,32000,32000,54,46
20001469,0,3,0,0,0,0,5,21850,28523.08,5,38
20001470,1,0,2,0,0,0,5,21850,28523.08,36,44
20001471,1,0,2,0,1,0,5,32000,38673.08,10,42
20001472,1,0,2,0,0,0,5,21850,28523.08,53,45
20001473,1,0,2,0,1,1,5,32000,38673.08,0,48
20001474,1,0,2,2,1,1,5,32000,38673.08,68,61
20001475,1,0,2,0,1,0,5,32000,38673.08,35,43
20001476,1,0,2,0,1,1,5,32000,38673.08,71,43
20001477,1,0,2,0,1,0,5,32000,38673.08,0,47
20001478,1,0,2,0,1,0,5,32000,38673.08,69,40
20001479,1,0,2,0,1,0,5,32000,38673.08,5,41
20001480,1,0,2,0,0,0,5,21850,28523.08,62,44
20001481,1,0,2,2,1,1,5,32000,38673.08,10,53
20001482,1,0,2,0,1,0,5,32000,38673.08,78,42
20001483,1,0,2,0,1,0,5,32000,38673.08,8,45
20001484,1,0,2,0,1,0,5,32000,38673.08,33,42
20001485,1,0,2,0,1,0,5,32000,38673.08,30,48
20001486,1,0,2,2,0,0,5,21850,28523.08,42,43
20001487,1,0,2,2,1,0,5,32000,38673.08,135,43
20001488,1,0,2,2,1,0,5,32000,38673.08,39,42
20001489,1,0,2,0,0,0,5,21850,28523.08,0,39
20001490,1,0,2,0,0,0,5,21850,28523.08,153,61
20001491,1,0,2,2,1,0,5,32000,38673.08,3,46
20001492,1,0,2,0,0,0,5,21850,28523.08,75,38
20001493,1,0,2,0,0,0,5,21850,28523.08,2,47
20001494,1,0,2,0,1,0,5,32000,38673.08,77,47
20001495,1,0,2,0,1,1,5,32000,38673.08,28,51
20001496,1,0,2,0,1,1,5,32000,38673.08,29,51
20001497,1,0,2,2,0,0,5,21850,28523.08,17,38
20001498,1,0,2,2,0,0,5,21850,28523.08,29,37
20001499,1,0,2,2,1,1,5,32000,40211.54,15,62
20001500,1,0,2,0,0,1,5,21850,30061.54,80,44
20001501,1,0,2,0,0,1,5,21850,30061.54,0,36
20001502,1,0,2,0,1,1,5,32000,40211.54,84,44
20001503,1,0,2,0,1,1,5,32000,40211.54,10,43
20001504,1,0,2,0,1,1,5,32000,40211.54,64,45
20001505,1,0,2,2,0,0,5,21850,30061.54,10,48
20001506,1,0,2,0,1,1,5,32000,40211.54,108,43
20001507,1,0,2,0,0,0,5,21850,30061.54,5,41
20001508,1,0,2,0,0,0,5,21850,30061.54,172,44
20001509,1,0,2,0,1,0,5,32000,40211.54,0,45
20001510,1,0,2,0,1,1,5,32000,40211.54,99,42
20001511,1,0,2,0,1,0,5,32000,40211.54,12,42
20001512,1,0,2,0,1,0,5,32000,40211.54,71,42
20001513,1,0,2,0,1,0,5,32000,40211.54,0,41
20001514,1,0,2,0,1,0,5,32000,40211.54,29,41
20001515,1,0,2,0,1,0,5,32000,40211.54,35,45
20001516,1,0,2,0,1,1,5,32000,40211.54,92,47
20001517,1,0,2,0,1,0,5,32000,40211.54,2,47
20001518,1,0,2,0,1,1,5,32000,40211.54,69,43
20001519,1,0,2,0,1,1,5,32000,40211.54,21,44
20001520,1,0,2,0,1,1,5,32000,40211.54,84,39
20001521,1,0,2,0,1,0,5,32000,40211.54,0,41
20001522,1,0,2,2,1,0,5,32000,40211.54,87,49
20001523,1,0,2,2,1,1,5,32000,40211.54,22,64
20001524,1,0,2,0,1,1,5,32000,40211.54,53,44
20001525,1,0,2,2,1,1,5,32000,40211.54,7,40
20001526,1,0,2,0,0,1,5,21850,30061.54,34,45
20001527,1,0,2,0,1,0,5,32000,40211.54,10,41
20001528,1,0,2,0,0,0,5,21850,30061.54,60,46
20001529,1,0,2,0,1,1,5,32000,40211.54,3,47
20001530,1,0,2,0,1,1,5,32000,40211.54,47,47
20001531,1,0,2,2,1,1,5,32000,40211.54,24,49
20001532,1,0,2,0,1,1,5,32000,38673.08,47,42
20001533,1,0,2,0,1,1,5,32000,38673.08,0,49
20001534,1,0,2,0,0,0,5,21850,28523.08,82,47
20001535,1,0,2,0,0,1,5,21850,28523.08,24,46
20001536,1,0,2,0,0,1,5,21850,28523.08,63,39
20001537,1,0,2,0,0,1,5,21850,28523.08,0,39
20001538,1,0,2,0,0,0,5,21850,28523.08,76,37
20001539,1,0,2,0,1,1,5,32000,38673.08,20,43
20001540,1,0,2,0,0,1,5,21850,28523.08,82,46
20001541,1,0,2,0,0,1,5,21850,28523.08,3,44
20001542,1,0,2,0,0,1,5,21850,28523.08,91,48
20001543,1,0,2,0,1,1,5,32000,38673.08,5,44
20001544,1,0,2,2,0,1,5,21850,28523.08,191,48
20001545,1,0,2,0,1,1,5,32000,38673.08,12,45
20001546,1,0,2,0,1,1,5,32000,38673.08,56,45
20001547,1,0,2,0,0,1,5,21850,28523.08,15,43
20001548,1,0,2,0,1,1,5,32000,38673.08,57,45
20001549,1,0,2,2,1,0,5,32000,38673.08,0,46
20001550,1,0,2,0,1,1,5,32000,38673.08,214,45
20001551,1,0,2,2,1,1,5,32000,38673.08,4,49
20001552,1,0,2,0,1,1,5,32000,38673.08,71,49
20001553,1,0,2,0,1,1,5,32000,38673.08,9,48
20001554,1,0,2,0,1,0,5,32000,38673.08,174,49
20001555,1,0,2,0,0,1,5,21850,28523.08,20,44
20001556,1,0,2,0,0,1,5,21850,28523.08,88,42
20001557,1,0,2,2,0,1,5,21850,28523.08,0,50
20001558,1,0,2,0,0,1,5,21850,28523.08,67,45
20001559,1,0,2,0,0,1,5,21850,28523.08,35,44
20001560,1,0,2,2,0,1,5,21850,28523.08,88,46
20001561,1,0,2,0,0,1,5,21850,28523.08,0,43
20001562,1,0,2,2,0,1,5,21850,28523.08,82,46
20001563,1,0,2,0,1,0,5,32000,38673.08,3,40
20001564,1,0,2,0,1,1,5,32000,38673.08,71,40
20001565,1,0,2,2,1,1,5,32000,38673.08,36,39
20001566,1,0,2,0,1,1,5,32000,38673.08,59,42
20001567,1,0,2,0,1,1,5,32000,38673.08,13,41
20001568,1,0,2,0,1,1,5,32000,38673.08,48,40
20001569,1,0,2,0,1,1,5,32000,38673.08,0,40
20001570,1,0,2,2,1,1,5,32000,38673.08,61,68
20001571,1,0,2,0,1,0,5,32000,38673.08,25,42
20001572,1,0,2,0,0,1,5,21850,28523.08,28,39
20001573,1,0,2,0,0,1,5,21850,28523.08,0,47
20001574,1,0,2,0,1,0,5,32000,38673.08,83,48
20001575,1,0,2,0,1,1,5,32000,38673.08,17,40
20001576,1,0,2,0,1,1,5,32000,38673.08,64,40
20001577,1,0,2,0,1,1,5,32000,38673.08,4,42
20001578,1,0,2,0,0,1,5,21850,28523.08,142,44
20001579,1,0,2,0,1,1,5,32000,38673.08,7,40
20001580,1,0,2,0,0,1,5,21850,28523.08,62,41
20001581,1,0,2,0,0,1,5,21850,28523.08,2,41
20001582,1,0,2,0,1,1,5,32000,38673.08,67,41
20001583,1,0,2,0,1,0,5,32000,38673.08,7,43
20001584,1,0,2,0,1,0,5,32000,38673.08,41,36
20001585,1,0,2,0,1,0,5,32000,38673.08,7,34
20001586,1,0,2,0,0,1,5,21850,28523.08,40,37
20001587,1,0,2,2,0,1,5,21850,28523.08,7,40
20001588,1,0,2,0,1,0,5,32000,38673.08,292,40
20001589,1,0,2,0,1,1,5,32000,38673.08,0,43
20001590,1,0,2,0,1,1,5,32000,38673.08,62,40
20001591,1,0,2,0,1,1,5,32000,38673.08,3,39
20001592,1,0,2,0,1,1,5,32000,38673.08,166,39
20001593,1,0,2,0,0,1,5,21850,28523.08,0,40
20001594,1,0,2,0,1,0,5,32000,38673.08,51,39
20001595,1,0,2,0,0,1,5,21850,28523.08,137,40
20001596,1,0,2,0,1,1,5,32000,38673.08,40,41
20001597,1,0,2,2,1,1,5,32000,38673.08,0,39
20001598,1,0,2,0,0,1,5,21850,28523.08,18,42
20001599,1,0,2,0,1,1,5,32000,38673.08,18,40
20001600,1,0,2,0,1,1,5,32000,38673.08,47,41
20001601,1,0,2,0,0,1,5,21850,28523.08,0,40
20001602,1,0,2,0,1,1,5,32000,38673.08,41,41
20001603,1,0,2,0,1,1,5,32000,38673.08,4,39
20001604,1,0,2,0,1,1,5,32000,38673.08,61,47
20001605,1,0,2,0,1,1,5,32000,38673.08,4,39
20001606,1,0,2,0,1,1,5,32000,38673.08,83,42
20001607,1,0,2,0,1,1,5,32000,38673.08,12,48
20001608,1,0,2,0,0,1,5,21850,28523.08,87,39
20001609,1,0,2,0,0,1,5,21850,28523.08,15,59
20001610,1,0,2,0,1,1,5,32000,38673.08,168,47
20001611,1,0,2,0,1,1,5,32000,38673.08,10,46
20001612,1,0,2,0,0,0,5,21850,28523.08,117,50
20001613,1,0,2,0,1,1,5,32000,38673.08,0,50
20001614,1,0,2,0,1,0,5,32000,38673.08,64,52
20001615,1,0,2,0,1,1,5,32000,38673.08,25,49
20001616,1,0,2,0,1,1,5,32000,38673.08,107,46
20001617,1,0,2,0,1,0,5,32000,38673.08,0,46
20001618,1,0,2,2,1,1,5,32000,38673.08,44,48
20001619,1,0,2,0,0,1,5,21850,28523.08,4,44
20001620,1,0,2,2,1,1,5,32000,38673.08,73,45
20001621,1,0,2,2,1,1,5,32000,38673.08,3,56
20001622,1,0,2,0,1,1,5,32000,38673.08,69,44
20001623,1,0,2,2,1,1,5,32000,38673.08,19,47
20001624,1,0,2,0,1,0,5,32000,38673.08,77,44
20001625,1,0,2,0,1,1,5,32000,38673.08,10,45
20001626,1,0,2,0,1,0,5,32000,38673.08,110,45
20001627,1,0,2,0,1,1,5,32000,38673.08,4,48
20001628,1,0,2,2,1,1,5,32000,38673.08,53,47
20001629,1,0,2,2,1,1,5,32000,38673.08,0,55
20001630,1,0,2,2,1,0,5,32000,38673.08,36,47
20001631,1,0,2,0,1,1,5,32000,32000,4,45
20001632,1,0,2,0,1,0,5,32000,32000,152,50
20001633,1,0,2,0,1,1,5,32000,32000,0,47
20001634,1,0,2,0,1,0,5,32000,32000,53,46
20001635,1,0,2,0,1,1,5,32000,32000,5,48
20001636,1,0,2,0,1,1,5,32000,32000,167,44
20001637,1,0,2,0,1,1,5,32000,32000,13,45
20001638,1,0,2,2,1,0,5,32000,32000,82,47
20001639,1,0,2,0,1,1,5,32000,32000,6,46
20001640,1,0,2,0,1,1,5,32000,32000,42,48
20001641,1,0,2,0,1,1,5,32000,32000,0,48
20001642,1,0,2,2,1,1,5,32000,32000,52,44
20001643,1,0,2,0,1,1,5,32000,32000,21,41
20001644,1,0,2,0,1,1,5,32000,32000,90,50
20001645,1,0,2,0,1,1,5,32000,32000,0,46
20001646,1,0,2,0,1,1,5,32000,32000,155,44
20001647,1,0,2,0,0,1,5,21850,21850,20,54
20001648,1,0,2,2,1,0,5,32000,32000,48,55
20001649,1,0,2,0,0,0,5,21850,21850,0,42
20001650,1,0,2,0,1,1,5,32000,32000,64,45
20001651,1,0,2,0,1,1,5,32000,32000,21,48
20001652,1,0,2,0,1,1,5,32000,32000,49,44
20001653,1,0,2,2,1,1,5,32000,32000,0,50
20001654,1,0,2,0,1,1,5,32000,32000,73,44
20001655,1,0,2,2,1,1,5,32000,32000,2,45
20001656,1,0,2,0,1,1,5,32000,32000,84,46
20001657,1,0,2,0,1,1,5,32000,32000,0,44
20001658,1,0,2,0,1,0,5,32000,32000,186,45
20001659,1,0,2,2,1,1,5,32000,32000,5,44
20001660,1,0,2,2,1,1,5,32000,32000,56,52
20001661,1,0,2,0,1,1,5,32000,32000,0,46
20001662,1,0,2,0,1,0,5,32000,32000,53,42
20001663,1,0,2,0,1,1,5,32000,32000,5,45
20001664,1,0,2,0,0,1,5,21850,28523.08,70,42
20001665,1,0,2,0,1,1,5,32000,38673.08,20,43
20001666,1,0,2,0,0,1,5,21850,28523.08,76,43
20001667,1,0,2,0,1,1,5,32000,38673.08,30,45
20001668,1,0,2,0,0,1,5,21850,28523.08,173,44
20001669,1,0,2,0,1,1,5,32000,38673.08,0,42
20001670,1,0,2,2,1,0,5,32000,38673.08,88,46
20001671,1,0,2,0,1,1,5,32000,38673.08,15,42
20001672,1,0,2,0,1,1,5,32000,38673.08,180,42
20001673,1,0,2,0,1,0,5,32000,38673.08,0,43
20001674,1,0,2,0,1,1,5,32000,38673.08,184,45
20001675,1,0,2,2,1,1,5,32000,38673.08,7,46
20001676,1,0,2,0,1,1,5,32000,38673.08,59,44
20001677,1,0,2,0,1,1,5,32000,38673.08,0,49
20001678,1,0,2,0,1,1,5,32000,38673.08,77,44
20001679,1,0,2,0,1,1,5,32000,38673.08,13,44
20001680,1,0,2,0,0,1,5,21850,28523.08,165,36
20001681,1,0,2,0,0,1,5,21850,28523.08,0,57
20001682,1,0,2,0,0,1,5,21850,28523.08,58,40
20001683,1,0,2,2,1,1,5,32000,38673.08,3,50
20001684,1,0,2,0,1,1,5,32000,38673.08,157,45
20001685,1,0,2,0,1,1,5,32000,38673.08,0,46
20001686,1,0,2,0,1,1,5,32000,38673.08,229,44
20001687,1,0,2,2,1,1,5,32000,38673.08,27,45
20001688,1,0,2,2,0,0,5,21850,28523.08,30,49
20001689,1,0,2,0,1,1,5,32000,38673.08,0,49
20001690,1,0,2,0,1,1,5,32000,38673.08,155,52
20001691,1,0,2,0,0,1,5,21850,28523.08,5,50
20001692,1,0,2,0,1,1,5,32000,38673.08,87,42
20001693,1,0,2,0,1,1,5,32000,38673.08,55,42
20001694,1,0,2,2,1,1,5,32000,38673.08,43,44
20001695,1,0,2,0,1,1,5,32000,38673.08,10,45
20001696,1,0,2,0,1,1,5,32000,38673.08,154,47
20001697,1,0,2,0,1,1,5,32000,38673.08,0,45
20001698,1,0,2,0,1,1,5,32000,38673.08,73,40
20001699,1,0,2,0,1,1,5,32000,38673.08,10,43
20001700,1,0,2,2,1,1,5,32000,38673.08,78,43
20001701,1,0,2,0,1,1,5,32000,38673.08,0,43
20001702,1,0,2,0,1,1,5,32000,38673.08,62,42
20001703,1,1,1,0,1,0,5,32000,38673.08,23,45
20001704,1,1,1,0,1,1,5,32000,38673.08,50,44
20001705,1,1,1,0,1,1,5,32000,38673.08,0,47
20001706,1,1,1,0,1,1,5,32000,38673.08,186,58
20001707,1,1,1,0,1,1,5,32000,38673.08,45,47
20001708,1,1,1,0,1,1,5,32000,38673.08,72,47
20001709,1,1,1,0,1,0,5,32000,38673.08,15,41
20001710,1,1,1,0,1,1,5,32000,38673.08,63,45
20001711,1,1,1,0,1,1,5,32000,38673.08,3,43
20001712,1,1,1,0,0,0,5,21850,28523.08,110,53
20001713,1,1,1,0,1,1,5,32000,38673.08,0,45
20001714,1,1,1,0,1,1,5,32000,38673.08,72,44
20001715,1,1,1,0,1,1,5,32000,38673.08,120,48
20001716,1,1,1,2,1,1,5,32000,38673.08,147,60
20001717,1,1,1,0,1,1,5,32000,38673.08,0,46
20001718,1,1,1,0,0,1,5,21850,28523.08,45,39
20001719,1,1,1,0,1,1,5,32000,38673.08,4,46
20001720,1,1,1,0,1,0,5,32000,38673.08,71,39
20001721,1,1,1,0,0,1,5,21850,28523.08,35,47
20001722,1,1,1,2,0,0,5,21850,28523.08,79,40
20001723,1,1,1,0,0,0,5,21850,28523.08,5,46
20001724,1,1,1,2,0,0,5,21850,28523.08,79,40
20001725,1,1,1,0,1,0,5,32000,38673.08,0,41
20001726,1,1,1,0,1,1,5,32000,38673.08,70,42
20001727,1,1,1,0,1,1,5,32000,38673.08,7,42
20001728,1,1,1,2,1,1,5,32000,38673.08,191,40
20001729,1,1,1,2,1,1,5,32000,38673.08,0,42
20001730,1,1,1,0,1,1,5,32000,40211.54,62,42
20001731,1,1,1,0,1,1,5,32000,40211.54,32,42
20001732,1,1,1,0,1,1,5,32000,40211.54,39,44
20001733,1,1,1,0,1,1,5,32000,40211.54,0,44
20001734,1,1,1,2,1,1,5,32000,40211.54,39,44
20001735,1,1,1,2,1,1,5,32000,40211.54,70,51
20001736,1,1,1,0,1,1,5,32000,40211.54,43,50
20001737,1,1,1,0,0,1,5,21850,30061.54,0,45
20001738,1,1,1,0,1,1,5,32000,40211.54,43,36
20001739,1,1,1,0,0,1,5,21850,30061.54,10,43
20001740,1,1,1,0,0,1,5,21850,30061.54,33,44
20001741,1,1,1,0,1,0,5,32000,40211.54,0,43
20001742,1,1,1,2,1,0,5,32000,40211.54,102,52
20001743,1,1,1,2,1,0,5,32000,40211.54,10,42
20001744,1,1,1,2,0,0,5,21850,30061.54,167,41
20001745,1,1,1,0,1,1,5,32000,40211.54,0,48
20001746,1,1,1,2,1,1,5,32000,40211.54,201,45
20001747,1,1,1,0,0,1,5,21850,30061.54,8,44
20001748,1,1,1,0,1,1,5,32000,40211.54,26,44
20001749,1,1,1,0,1,0,5,32000,40211.54,23,47
20001750,1,1,1,0,1,0,5,32000,40211.54,114,42
20001751,1,1,1,0,1,1,5,32000,40211.54,5,42
20001752,1,1,1,0,1,1,5,32000,40211.54,184,47
20001753,1,1,1,0,1,1,5,32000,40211.54,10,50
20001754,1,1,1,0,1,1,5,32000,40211.54,119,42
20001755,1,1,1,0,1,1,5,32000,40211.54,15,59
20001756,1,1,1,0,1,1,5,32000,40211.54,215,45
20001757,1,1,1,2,0,0,5,21850,30061.54,0,45
20001758,1,1,1,0,1,0,5,32000,40211.54,79,43
20001759,1,1,1,0,1,0,5,32000,40211.54,25,43
20001760,1,1,1,0,1,0,5,32000,40211.54,73,40
20001761,1,1,1,0,1,0,5,32000,40211.54,0,60
20001762,1,1,1,2,0,0,5,21850,30061.54,48,46
20001763,1,1,1,2,1,0,5,32000,45346.16,26,40
20001764,1,1,1,0,1,0,5,32000,45346.16,60,42
20001765,1,1,1,2,1,0,5,32000,45346.16,0,58
20001766,1,1,1,2,0,0,5,21850,28523.08,42,46
20001767,1,1,1,0,0,0,5,21850,28523.08,15,55
20001768,1,1,1,0,0,0,5,21850,28523.08,60,45
20001769,1,1,1,0,1,1,5,32000,38673.08,0,45
20001770,1,1,1,2,1,0,5,32000,38673.08,90,47
20001771,1,1,1,0,1,1,5,32000,38673.08,6,44
20001772,1,1,1,2,1,1,5,32000,38673.08,34,44
20001773,1,1,1,2,1,1,5,32000,38673.08,0,42
20001774,1,1,1,0,1,1,5,32000,38673.08,82,42
20001775,1,1,1,2,1,1,5,32000,38673.08,10,42
20001776,1,1,1,0,1,1,5,32000,38673.08,33,42
20001777,1,1,1,0,0,1,5,21850,28523.08,25,50
20001778,1,1,1,0,1,1,5,32000,38673.08,67,40
20001779,1,1,1,0,1,1,5,32000,38673.08,2,43
20001780,1,1,1,0,1,1,5,32000,38673.08,74,40
20001781,1,1,1,0,1,1,0,34500,41173.08,0,44
20001782,1,1,1,0,1,1,0,34500,41173.08,49,43
20001783,1,1,1,0,1,1,0,34500,41173.08,1,41
20001784,1,1,1,0,1,0,0,34500,41173.08,59,40
20001785,1,1,1,0,1,1,0,34500,41173.08,0,44
20001786,1,1,1,0,1,1,0,34500,41173.08,113,42
20001787,1,1,1,0,1,1,0,34500,41173.08,1,44
20001788,1,1,1,0,1,1,0,34500,41173.08,59,41
20001789,1,1,1,0,1,1,0,34500,41173.08,0,44
20001790,1,1,1,0,1,1,0,34500,41173.08,69,52
20001791,1,1,1,2,1,0,0,34500,41173.08,34,42
20001792,1,1,1,0,1,1,0,34500,41173.08,65,43
20001793,1,1,1,0,1,0,0,34500,41173.08,0,42
20001794,1,1,1,0,1,1,0,34500,41173.08,46,41
20001795,1,1,1,0,1,1,0,34500,41173.08,30,44
20001796,1,1,1,2,1,1,0,34500,34500,84,50
20001797,1,1,1,0,1,1,0,34500,34500,2,68
20001798,1,1,1,0,0,1,0,25350,25350,92,71
20001799,1,1,1,0,1,1,0,34500,37033,10,51
20001800,1,1,1,0,1,1,0,34500,37033,47,45
20001801,1,1,1,0,1,1,0,34500,37033,0,41
20001802,1,1,1,0,1,1,0,34500,37033,80,48
20001803,1,1,1,0,1,0,0,34500,37033,6,40
20001804,1,1,1,0,1,0,0,34500,37033,68,38
20001805,1,1,1,0,1,0,0,34500,37033,27,41
20001806,1,1,1,0,1,0,0,34500,37033,74,44
20001807,1,1,1,2,1,0,0,34500,37033,15,41
20001808,1,1,1,2,1,1,0,34500,37033,96,46
20001809,1,1,1,0,1,1,0,34500,37033,0,43
20001810,1,1,1,0,1,1,0,34500,37033,134,42
20001811,1,1,1,0,1,1,0,34500,37033,9,49
20001812,1,1,1,0,1,1,0,34500,37033,62,41
20001813,1,1,1,0,1,1,0,34500,37033,0,39
20001814,1,1,1,0,1,1,0,34500,37033,89,42
20001815,1,1,1,2,1,1,0,34500,37033,15,46
20001816,1,1,1,2,1,1,0,34500,37033,47,44
20001817,1,1,1,0,1,0,0,34500,37033,0,40
20001818,1,0,1,0,1,1,0,34500,37033,62,43
20001819,1,0,1,0,1,1,0,34500,37033,62,43
20001820,1,0,1,0,1,1,0,34500,37033,78,38
20001821,1,0,1,2,1,1,0,34500,37033,0,46
20001822,1,0,1,2,1,0,0,34500,37033,102,44
20001823,1,0,1,0,0,0,0,25350,27883,7,42
20001824,1,0,1,0,1,0,0,34500,37033,78,43
20001825,1,0,1,0,1,1,0,34500,37033,0,52
20001826,1,0,1,0,1,1,0,34500,37033,53,47
20001827,1,0,1,2,1,1,0,34500,37033,7,43
20001828,1,0,1,0,1,1,0,34500,37033,170,47
20001829,1,0,1,2,1,1,0,34500,41173.08,0,43
20001830,1,0,1,0,1,1,0,34500,41173.08,437,43
20001831,1,0,1,0,1,1,0,34500,41173.08,5,48
20001832,1,0,1,0,1,1,0,34500,41173.08,60,48
20001833,1,0,1,0,1,0,0,34500,41173.08,26,43
20001834,1,0,1,0,1,1,0,34500,41173.08,264,38
20001835,1,3,3,0,1,1,0,34500,41173.08,15,45
20001836,1,3,3,2,1,0,0,34500,41173.08,47,43
20001837,1,3,3,0,0,0,0,25350,32023.08,0,54
20001838,1,3,3,0,0,0,0,25350,32023.08,19,40
20001839,1,3,3,2,0,0,0,25350,32023.08,2,44
20001840,1,3,3,2,1,0,0,34500,41173.08,219,43
20001841,1,3,3,0,1,1,0,34500,41173.08,4,49
20001842,1,3,3,0,1,0,0,34500,41173.08,34,45
20001843,1,3,3,0,1,1,0,34500,41173.08,15,50
20001844,1,3,3,0,1,1,0,34500,41173.08,92,46
20001845,1,3,3,2,1,0,0,34500,41173.08,0,44
20001846,1,3,3,2,1,0,0,34500,41173.08,61,48
20001847,1,3,3,0,1,0,0,34500,41173.08,40,44
20001848,1,3,3,0,1,0,0,34500,41173.08,52,43
20001849,1,3,3,0,1,0,0,34500,41173.08,0,41
20001850,1,3,3,2,1,1,0,34500,41173.08,26,47
20001851,1,3,3,0,1,0,0,34500,41173.08,7,44
20001852,1,3,3,0,1,0,0,34500,41173.08,301,39
20001853,1,3,3,0,0,0,0,25350,32023.08,0,46
20001854,1,3,3,0,0,1,0,25350,32023.08,144,34
20001855,1,3,3,0,1,0,0,34500,41173.08,4,44
20001856,1,3,3,0,1,1,0,34500,41173.08,60,44
20001857,1,3,3,0,1,1,0,34500,41173.08,0,44
20001858,1,3,3,0,1,0,0,34500,41173.08,43,44
20001859,1,3,3,0,1,0,0,34500,41173.08,19,45
20001860,1,3,3,0,1,1,0,34500,41173.08,46,47
20001861,1,3,3,0,1,1,0,34500,41173.08,23,46
20001862,1,3,3,0,0,1,0,25350,32023.08,27,42
20001863,1,3,3,0,1,0,0,34500,41173.08,125,43
20001864,1,3,3,2,1,0,0,34500,41173.08,62,50
20001865,1,3,3,0,1,1,0,34500,41173.08,0,44
20001866,1,3,3,0,1,0,0,34500,41173.08,34,42
20001867,1,3,3,0,1,0,0,34500,41173.08,7,45
20001868,1,3,3,0,1,0,0,34500,41173.08,194,45
20001869,1,3,3,0,1,1,0,34500,41173.08,0,43
20001870,1,3,3,0,1,0,0,34500,41173.08,41,44
20001871,1,3,3,0,1,1,0,34500,41173.08,10,47
20001872,1,3,3,0,1,1,0,34500,41173.08,38,44
20001873,1,3,3,0,1,0,0,34500,41173.08,0,43
20001874,1,3,3,0,1,0,0,34500,41173.08,178,44
20001875,1,3,3,0,1,0,0,34500,41173.08,37,46
20001876,1,3,3,0,1,1,0,34500,41173.08,70,44
20001877,1,3,3,0,1,1,0,34500,41173.08,0,44
20001878,1,3,3,0,1,1,0,34500,41173.08,41,45
20001879,1,3,3,0,1,1,0,34500,41173.08,10,47
20001880,1,3,3,0,1,1,0,34500,41173.08,172,52
20001881,1,3,3,0,1,0,0,34500,41173.08,0,43
20001882,1,3,3,0,1,1,0,34500,41173.08,74,43
20001883,1,3,3,0,1,1,0,34500,41173.08,20,43
20001884,1,3,3,0,1,1,0,34500,41173.08,31,44
20001885,1,3,3,0,1,0,0,34500,41173.08,5,45
20001886,1,3,3,0,1,1,0,34500,41173.08,48,55
20001887,1,3,3,0,1,1,0,34500,41173.08,5,49
20001888,1,3,3,2,1,1,0,34500,41173.08,78,43
20001889,1,3,3,2,1,1,0,34500,41173.08,12,45
20001890,1,3,3,0,0,1,0,25350,32023.08,38,37
20001891,1,3,3,0,1,1,0,34500,41173.08,30,44
20001892,1,3,3,0,1,0,0,34500,41173.08,180,48
20001893,1,3,3,0,1,0,0,34500,41173.08,0,44
20001894,1,3,3,0,1,1,0,34500,41173.08,38,46
20001895,1,3,3,0,1,1,0,34500,42711.08,5,41
20001896,1,3,3,0,1,0,0,34500,42711.08,203,48
20001897,1,3,3,2,1,0,0,34500,42711.08,0,40
20001898,1,3,3,0,1,1,0,34500,42711.54,78,43
20001899,1,3,3,0,1,0,0,34500,42711.54,30,48
20001900,1,3,3,0,1,1,0,34500,42711.54,72,38
20001901,1,3,3,0,1,1,0,34500,42711.54,0,40
20001902,1,3,3,0,1,1,0,34500,42711.54,162,61
20001903,1,3,3,0,1,1,0,34500,42711.54,40,48
20001904,1,3,3,0,1,0,0,34500,42711.54,172,44
20001905,1,3,3,0,1,0,0,34500,42711.54,0,48
